"","panjivarecordid","billOfLadingNumber","shpmtDate","shpName","shpFullAddress","shpRoute","shpCity","shpStateRegion","shpPostalCode","shpCountry","shpPanjivaId","shpOriginalFormat","carrier","shpmtDestination","portOfLading","portOfLadingRegion","portOfLadingCountry","portOfUnlading","portOfUnladingRegion","portofUnladingCountry","placeOfReceipt","vessel","vesselCountry","transportFlightCode","isContainerized","volumeTEU","itemquantity","weightkg","weightt","weightoriginalformat","valueofgoodsusd","equipmenttype","equipmentdimensions","dividedlcl","filedate"
"595",37603755,"NAM9244695",2020-01-19,"Sealink International Inc. C/O","4011 W. PLANO PARKWAY, SUITE 123 PLANO, TX 75093 DALLAS TEXAS 75201-461","4011 West Plano Parkway","Plano","Texas","75093","United States","38929894","Sealink International Inc C/O","CMDU - Cma Cgm","Greece","Houston, Houston, Texas","Southwest Region","United States","Piraeus, Greece","Southern Europe","Greece","","Olivia 1","","",1,2,"See Container Quantities column","22112",22.112,"22112.0 kg","29600",NA,"","",2020-02-10
"596",38559747,"ONEYRI0RP4815800",2020-06-18,"Tyson Fresh Meats","800 STEVENS PORT DRIVE DAKOTA DUNES, SD 57049","Stevens Port Drive","","South Dakota","57049","United States","27817575","Tyson Fresh Meats, Inc.","ONEY - Ocean Network Express Pte Ltd","Japan","Port of Oakland, Oakland, California","Pacific Region","United States","Tokyo, Japan","Eastern Asia","Japan","Us Oakland, Ca","Nyk Altair","","",1,2,"See Container Quantities column","2485.6",2.4856,"2485.6 kg","21100",NA,"","",2020-07-12
"597",38559847,"ONEYRICAN9387300",2020-06-18,"","9307 BROADWAY STREET SUITE 407 PEARLAND, TX 77584-9767","6302 West Broadway Street","Pearland","Texas","77581","United States","27922311","M&S Logistics","ONEY - Ocean Network Express Pte Ltd","Belgium","Houston, Houston, Texas","Southwest Region","United States","Antwerp, Belgium","Western Europe","Belgium","Us Houston, Tx","Mol Gratitude","","",1,2,"See Container Quantities column","22026.46",22.02646,"22026.46 kg","68900",NA,"","",2020-07-11
"598",38560367,"ONEYRICAQ0252900",2020-06-18,"Indiana Pacers","HIGHWAY 421 SOUTH COUNTY ROAD NORTH DELPHI, IN 46923","1796 U.S. 421","Delphi","Indiana","46923","United States","32403087","Indiana Packers Corp","ONEY - Ocean Network Express Pte Ltd","Japan","Port of Oakland, Oakland, California","Pacific Region","United States","Tokyo, Japan","Eastern Asia","Japan","Us Oakland, Ca","Nyk Altair","","",1,6,"See Container Quantities column","57282.92",57.28292,"57282.92 kg","190000",NA,"","",2020-07-12
"599",38559927,"ONEYRI0RP4827400",2020-06-18,"Tyson Fresh Meats","800 STEVENS PORT DRIVE DAKOTA DUNES, SD 57049","Stevens Port Drive","","South Dakota","57049","United States","27817575","Tyson Fresh Meats, Inc.","ONEY - Ocean Network Express Pte Ltd","Japan","Port of Oakland, Oakland, California","Pacific Region","United States","Tokyo, Japan","Eastern Asia","Japan","Us Oakland, Ca","Nyk Altair","","",1,2,"See Container Quantities column","6343.5",6.3435,"6343.5 kg","34500",NA,"","",2020-07-12
"600",32694399,"SUDU29001AKUPKF5",2020-01-01,"","","","","","","","","","SUDU - Hamburg Sued","South Africa","Houston, Houston, Texas","Southwest Region","United States","Durban, South Africa","Southern Africa","South Africa","Houston Tx Us","Msc Judith","","",1,18,"See Container Quantities column","216686.25",216.68625,"216686.25 kg","289000",NA,"","",2020-01-22
"601",37611635,"NAM3758252",2020-01-19,"Ocean Line Logistics Inc. C/O","630 W DUARTE ROAD SUITE 205 ARCADIA, CA 91007","630 West Duarte Road","Arcadia","California","91007","United States","28235350","Ocean Line Logistics, Inc","CMDU - Cma Cgm","Hong Kong","The Port of Los Angeles, Los Angeles, California","Pacific Region","United States","Hong Kong, Hong Kong","Eastern Asia","Hong Kong","Chicago, Il, United States","Cma Cgm Norma","","",1,4,"See Container Quantities column","41463",41.463,"41463.0 kg","165000",NA,"","",2020-02-11
"602",38559947,"ONEYRICAQ2824900",2020-06-18,"Intermodal Tank Transport","2537 S.GESSNER HOUSTON TEXAS 77063","2537 South Gessner Road","Houston","Texas","77063","United States","27856448","Intermodal Tank Transport (Usa) Inc","ONEY - Ocean Network Express Pte Ltd","Belgium","Houston, Houston, Texas","Southwest Region","United States","Antwerp, Belgium","Western Europe","Belgium","Us Houston, Tx","Mol Gratitude","","",1,14,"See Container Quantities column","126845",126.845,"126845.0 kg","",NA,"","",2020-07-11
"603",38560047,"ONEYRI0RP4842800",2020-06-18,"Tyson Fresh Meats","800 STEVENS PORT DRIVE DAKOTA DUNES, SD 57049","Stevens Port Drive","","South Dakota","57049","United States","27817575","Tyson Fresh Meats, Inc.","ONEY - Ocean Network Express Pte Ltd","Japan","Port of Oakland, Oakland, California","Pacific Region","United States","Tokyo, Japan","Eastern Asia","Japan","Us Oakland, Ca","Nyk Altair","","",1,2,"See Container Quantities column","17603",17.603,"17603.0 kg","67600",NA,"","",2020-07-12
"604",37615455,"NAM3763999",2020-01-19,"Seamates International Inc.","316 MAIN ST EAST RUTHERFORD NEW JERSEY UNITED STATES OF AMERICA","316 Main Street","East Rutherford","New Jersey","07073","United States","27771465","Seamates International, Inc","CMDU - Cma Cgm","Togo","The Port of Los Angeles, Los Angeles, California","Pacific Region","United States","Lome, Togo","Western Africa","Togo","","Cma Cgm Norma","","",1,2,"See Container Quantities column","19051",19.051,"19051.0 kg","21700",NA,"","",2020-02-11
"605",38560207,"ONEYRICAU6760700",2020-06-18,"Flexport","SAN FRANCISCO CA 94103","Market Street","San Francisco","California","94102","United States","36834522","Flexport International Llc","ONEY - Ocean Network Express Pte Ltd","Belgium","Houston, Houston, Texas","Southwest Region","United States","Antwerp, Belgium","Western Europe","Belgium","Us Houston, Tx","Mol Gratitude","","",1,4,"See Container Quantities column","11232.65",11.23265,"11232.65 kg","",NA,"","",2020-07-11
"606",32694879,"SUDU29003AKUTKUY",2020-01-01,"","","","","","","","","","SUDU - Hamburg Sued","Colombia","Port of Oakland, Oakland, California","Pacific Region","United States","Cartagena, Colombia","South America","Colombia","Oakland Ca Us","Tokyo Express","","",1,1,"See Container Quantities column","7651",7.651,"7651.0 kg","49400",NA,"","",2020-01-22
"607",32694899,"SUDU29003AKP8PNS",2020-01-01,"Vtg Tanktainer North America Inc.","109 EAST EVANS STREET THE WASHINGTON BLDG STE C CHESTER PENNSYLVANIA 19380","","","","","United States","62075716","Vtg Tanktainer North America Inc 109 E. Evans St. The Washington Bldg. Ste.C West Chester,Pa 19380","SUDU - Hamburg Sued","Belgium","Port of Oakland, Oakland, California","Pacific Region","United States","Antwerp, Belgium","Western Europe","Belgium","Oakland Ca Us","Tokyo Express","","",1,1,"See Container Quantities column","3601",3.601,"3601.0 kg","21300",NA,"","",2020-01-22
"608",32694939,"SUDU29003AKUT005",2020-01-01,"Brandt Consolidated Inc.","2935 SOUTH KOKE MILL ROAD SPRINGFIELD, IL 62711","2935 South Koke Mill Road","Springfield","Illinois","62711","United States","27832691","Brandt Consolidated, Inc. 2935 South Koke Mill Road Springfield, Il 62711","SUDU - Hamburg Sued","Dominican Republic","Port of Oakland, Oakland, California","Pacific Region","United States","Caucedo, Dominican Republic","Caribbean","Dominican Republic","Oakland Ca Us","Tokyo Express","","",1,2,"See Container Quantities column","17023",17.023,"17023.0 kg","",NA,"","",2020-01-22
"609",32694919,"SUDU29003AKUTM98",2020-01-01,"Hilltop Ranch Inc.","13890 LOONEY RD - BALLICO - - 95303","13890 Looney Road","","California","95303","United States","2011632","Hilltop Ranch, Inc. 13890 Looney Road Ballico, Ca 95303 Usa","SUDU - Hamburg Sued","Spain","Port of Oakland, Oakland, California","Pacific Region","United States","Barcelona, Spain","Western Europe","Spain","Oakland Ca Us","Tokyo Express","","",1,2,"See Container Quantities column","20847.45",20.84745,"20847.45 kg","135000",NA,"","",2020-01-22
"610",38560227,"ONEYRICAJ5558900",2020-06-18,"Smithfield Fresh Meats Corp.","USA SMITHFIELD VIRGINIA 23430","200 Commerce Street","Smithfield","Virginia","23430","United States","67035077","Smithfield Fresh Meats Sales Corp.","ONEY - Ocean Network Express Pte Ltd","Japan","Port of Oakland, Oakland, California","Pacific Region","United States","Tokyo, Japan","Eastern Asia","Japan","Us Oakland, Ca","Nyk Altair","","",1,2,"See Container Quantities column","24924.88",24.92488,"24924.88 kg","82800",NA,"","",2020-07-12
"611",38560287,"ONEYRICAP3294300",2020-06-18,"Ana Trading Corp USA","3625 DEL AMO BLVD STE 300 TORRANCE, CA 90503 U.S.A. ATTN: MITSUE KAJIKAWA TEL: 310-698-8573","","Torrance","California","90503","United States","36126388","Ana Trading Corp., U.S.A.","ONEY - Ocean Network Express Pte Ltd","Japan","Port of Oakland, Oakland, California","Pacific Region","United States","Tokyo, Japan","Eastern Asia","Japan","Us Oakland, Ca","Nyk Altair","","",1,2,"See Container Quantities column","20444",20.444,"20444.0 kg","78200",NA,"","",2020-07-12
"612",38590911,"ONEYRICAQ0252900",2020-06-18,"Indiana Pacers","HIGHWAY 421 SOUTH COUNTY ROAD NORTH DELPHI, IN 46923","1796 U.S. 421","Delphi","Indiana","46923","United States","32403087","Indiana Packers Corp","ONEY - Ocean Network Express Pte Ltd","Japan","Port of Oakland, Oakland, California","Pacific Region","United States","Tokyo, Japan","Eastern Asia","Japan","Us Oakland, Ca","Nyk Altair","","",1,6,"See Container Quantities column","57282.92",57.28292,"57282.92 kg","190000",NA,"","",2020-07-13
"613",32695659,"SUDU20001AKVP001",2020-01-01,"","","","","","","","","","SUDU - Hamburg Sued","Brazil","The Port of Charleston, Charleston, South Carolina","Southeast Region","United States","Sao Paulo, Brazil","South America","Brazil","Charleston Sc Us","Maersk Memphis","","",1,2,"See Container Quantities column","18086.43",18.08643,"18086.43 kg","58100",NA,"","",2020-01-22
"614",32695699,"SUDU29001AKVP60N",2020-01-01,"Everris Na Inc.","2755 W.5TH NORTH STSUMMERVILLE SC 29483UNITED STATES","2755 West 5th North Street","Summerville","South Carolina","29483","United States","28234750","Everris Na Inc. 2755 W.5 Th North St. Summerville Sc 29483 Us","SUDU - Hamburg Sued","Brazil","The Port of Charleston, Charleston, South Carolina","Southeast Region","United States","Sao Paulo, Brazil","South America","Brazil","Charleston Sc Us","Maersk Memphis","","",1,4,"See Container Quantities column","39625.82",39.62582,"39625.82 kg","",NA,"","",2020-01-22
"615",38590931,"ONEYRICAR3315600",2020-06-18,"Mitsui And Co. (USA.) Inc.","601 SOUTH FIGUEROA ST LOS ANGELES CA US 90017","South Figueroa Street","Los Angeles","California","90017","United States","27802612","Mitsui & Co (Usa) Inc","ONEY - Ocean Network Express Pte Ltd","Japan","Port of Oakland, Oakland, California","Pacific Region","United States","Tokyo, Japan","Eastern Asia","Japan","Us Oakland, Ca","Nyk Altair","","",1,8,"See Container Quantities column","73656",73.656,"73656.0 kg","183000",NA,"","",2020-07-13
"616",32695599,"SUDU29001AKVP6P0",2020-01-01,"","","","","","","","","","SUDU - Hamburg Sued","Argentina","The Port of Charleston, Charleston, South Carolina","Southeast Region","United States","Buenos Aires, Argentina","South America","Argentina","Charleston Sc Us","Maersk Memphis","","",1,1,"See Container Quantities column","14366.99",14.36699,"14366.99 kg","61700",NA,"","",2020-01-22
"617",32695719,"SUDU29001AKXMJ90",2020-01-01,"","","","","","","","","","SUDU - Hamburg Sued","Brazil","Houston, Houston, Texas","Southwest Region","United States","Rio De Janeiro, Brazil","South America","Brazil","Houston Tx Us","Monte Verde","","",1,8,"See Container Quantities column","100485",100.485,"100485.0 kg","101000",NA,"","",2020-01-22
"618",32695739,"SUDU29001AKXMSNL",2020-01-01,"","","","","","","","","","SUDU - Hamburg Sued","Colombia","Houston, Houston, Texas","Southwest Region","United States","Cartagena, Colombia","South America","Colombia","Houston Tx Us","Monte Verde","","",1,1,"See Container Quantities column","17275.64",17.27564,"17275.64 kg","55500",NA,"","",2020-01-22
"619",38591031,"ONEYRICAS4558302",2020-06-18,"Swift Pork Co.","1770 PROMONTORY CIRCLE GREELEY, CO 80634","1770 Promontory Circle","Greeley","Colorado","80634","United States","38623751","Swift Pork Company","ONEY - Ocean Network Express Pte Ltd","Japan","Port of Oakland, Oakland, California","Pacific Region","United States","Tokyo, Japan","Eastern Asia","Japan","Us Oakland, Ca","Nyk Altair","","",1,2,"See Container Quantities column","8864.3",8.8643,"8864.3 kg","30300",NA,"","",2020-07-13
"620",32696159,"SUDU29001AKXMHS0",2020-01-01,"","","","","","","","","","SUDU - Hamburg Sued","Brazil","Houston, Houston, Texas","Southwest Region","United States","Navegantes, Brazil","South America","Brazil","Houston Tx Us","Monte Verde","","",1,2,"See Container Quantities column","21762.72",21.76272,"21762.72 kg","21800",NA,"","",2020-01-22
"621",32695819,"SUDU20001AKXMB8Z",2020-01-01,"Onboard Logistics USA","13453 19TH LN MIAMI FL 33182 PH: (305) 471 0201 PREALERT.MIA ONBOARDLOGISTICS.NET","13453 Northwest 19th Lane","Miami","Florida","33182","United States","41512935","Onboard Logistics Usa Inc As Agent For Ventana Serra Usa. 6735 Nw 36 St Suite 390 Miami, Fl 33166","SUDU - Hamburg Sued","Brazil","Houston, Houston, Texas","Southwest Region","United States","Suape, Brazil","South America","Brazil","Houston Tx Us","Monte Verde","","",1,2,"See Container Quantities column","10720",10.72,"10720.0 kg","",NA,"","",2020-01-22
"622",34180519,"MEDUUA343737",2020-09-11,"Kuehne & Nagel Inc.","7850 NW 25TH ST DORAL FLORIDA 33122 USA","7850 Northwest 25th Street","Doral","Florida","33122","United States","27802287","Kuehne & Nagel, Inc.","MSCU - Msc Mediterranean Shipping Company S A","Belgium","New York, New York","New York Region","United States","Antwerp, Belgium","Western Europe","Belgium","Indianapolis, In","Maersk Utah","","",1,2,"See Container Quantities column","18900",18.9,"18900.0 kg","",NA,"","",2020-10-03
"623",32695859,"SUDU29001AKXMVKN",2020-01-01,"","","","","","","","","","SUDU - Hamburg Sued","Brazil","Houston, Houston, Texas","Southwest Region","United States","Barao De Teffe, Brazil","South America","Brazil","Houston Tx Us","Monte Verde","","",1,2,"See Container Quantities column","18377.42",18.37742,"18377.42 kg","683000",NA,"","",2020-01-22
"624",32695939,"SUDU20001AKXM3RA",2020-01-01,"Taminco US Inc.","TWO WINDSOR PLAZA 7540 WINDSOR DRIVE SUITE 411 ALLENTOWN, PA 18195","","Channelview","Texas","","United States","34075849","Taminco Us Llc A Subsidiary Of Eastman Chemical Company 200 South Wilcox Drive Kingsport Tn 37660 United States","SUDU - Hamburg Sued","Brazil","Houston, Houston, Texas","Southwest Region","United States","Sao Paulo, Brazil","South America","Brazil","Houston Tx Us","Monte Verde","","",1,1,"See Container Quantities column","13408.32",13.40832,"13408.32 kg","45700",NA,"","",2020-01-22
"625",34180819,"MEDUUA323994",2020-09-11,"Schenkerocean D B A","SCHENKEROCEAN 38/F, CHINA RESOURCE BUILDING 26 HARBOUR ROAD HONG KONG, HONG KONG","","","","","United States","45956397","Schenkerocean Limited D/B/A","MSCU - Msc Mediterranean Shipping Company S A","Ireland","New York, New York","New York Region","United States","Dublin, Ireland","Northern Europe","Ireland","","Maersk Utah","","",1,2,"See Container Quantities column","4836.28",4.83628,"4836.28 kg","",NA,"","",2020-10-03
"626",34181059,"MEDUUA247003",2020-09-11,"Baltic Auto Shipping","5811 W66TH ST BEDFORD PARK IL 60638","","","","","United States","45992095","Baltic Auto Shipping Inc.","MSCU - Msc Mediterranean Shipping Company S A","Lithuania","New York, New York","New York Region","United States","Klaipeda, Lithuania","Northern Europe","Lithuania","Chicago, Il","Maersk Utah","","",1,2,"See Container Quantities column","6793",6.793,"6793.0 kg","",NA,"","",2020-10-03
"627",34181149,"MEDUUA335436",2020-09-11,"Kuehne & Nagel Inc.","7850 NW 25TH ST DORAL FLORIDA 33122 USA","7850 Northwest 25th Street","Doral","Florida","33122","United States","27802287","Kuehne & Nagel, Inc.","MSCU - Msc Mediterranean Shipping Company S A","France","New York, New York","New York Region","United States","Le Havre, France","Western Europe","France","Cleveland, Oh","Maersk Utah","","",1,5,"See Container Quantities column","38505",38.505,"38505.0 kg","239000",NA,"","",2020-10-03
"628",38590891,"ONEYRICAP3294300",2020-06-18,"Ana Trading Corp USA","3625 DEL AMO BLVD STE 300 TORRANCE, CA 90503 U.S.A. ATTN: MITSUE KAJIKAWA TEL: 310-698-8573","","Torrance","California","90503","United States","36126388","Ana Trading Corp., U.S.A.","ONEY - Ocean Network Express Pte Ltd","Japan","Port of Oakland, Oakland, California","Pacific Region","United States","Tokyo, Japan","Eastern Asia","Japan","Us Oakland, Ca","Nyk Altair","","",1,2,"See Container Quantities column","20444",20.444,"20444.0 kg","78200",NA,"","",2020-07-13
"629",32696059,"SUDU29001AKP4FB6",2020-01-01,"","","","","","","","","","SUDU - Hamburg Sued","Colombia","Houston, Houston, Texas","Southwest Region","United States","Barranquilla, Colombia","South America","Colombia","Houston Tx Us","Monte Verde","","",1,1,"See Container Quantities column","19980",19.98,"19980.0 kg","37600",NA,"","",2020-01-22
"630",32696099,"SUDU29001AKXMAAU",2020-01-01,"Draco Freight Logistics Corp.","8140 NW 74TH AVENUE SUITE 18 MEDLEY, FL 33166","8544 Nina Street","Medley","Florida","33166","United States","33670389","Draco Freight Logistics Corporation 8373 Nw 74th Street Miami, Fl. 33166 United States","SUDU - Hamburg Sued","Chile","Houston, Houston, Texas","Southwest Region","United States","Iquique, Chile","South America","Chile","Houston Tx Us","Monte Verde","","",1,2,"See Container Quantities column","24326",24.326,"24326.0 kg","22200",NA,"","",2020-01-22
