"","panjivarecordid","billofladingnumber","arrivaldate","conname","confulladdress","conroute","concity","constateregion","conpostalcode","concountry","conpanjivaid","conoriginalformat","shpname","shpfulladdress","shproute","shpcity","shpstateregion","shppostalcode","shpcountry","shppanjivaid","shporiginalformat","carrier","notifyparty","notifypartyscac","billofladingtype","masterbillofladingnumber","shpmtorigin","shpmtdestination","shpmtdestinationregion","portofunlading","portofunladingregion","portoflading","portofladingregion","portofladingcountry","placeofreceipt","transportmethod","vessel","vesselvoyageid","vesselimo","iscontainerized","volumeteu","quantity","measurement","weightkg","weightt","weightoriginalformat","valueofgoodsusd","frob","manifestnumber","inbondcode","numberofcontainers","haslcl","filedate"
"456",189767290,"NWSNNWSC2004111",2020-05-16,"Doosan Infracore America Corp","2905 SHAWNEE INDUSTRIAL WAY SUWANEE, GA 30024-3633","2905 Shawnee Industrial Way","Suwanee","Georgia","30024","United States",27853818,"DOOSAN INFRACORE NORTH AMERICA LLC  2905 SHAWNEE IND WAY SUWANEE GA 300 24 ATTN   YOUNG CHOI TEL   404 6171 TE980 EMAIL YOUNG1.CHOI DOOSAN.COM","Doosan Infracore Co., Ltd.","40 JEONGDONG-RO 162BEON-GIL SEONG AN-GU CHANGWON-SI GYEONGSANGNAM-D TE KOREA 51537","","","","","Thailand",44632073,"DOOSAN INFRACORE CO.  LTD.  489  INJUNG-RO  DONG-GU  INCHEON  K OREA 22502","NWSN - New World Shipping Co Ltd","K G CUSTOMS SERVICE INC 5935 BUFORD HWY SUITE 300  NORCROSS, GA 30071   ATLANTA KGCHB.COM 770-, TE680-4368","","House","ONEYSELA41093700","Thailand","Georgia Ports Authority, Savannah, Georgia","Southeast Region","Georgia Ports Authority, Savannah, Georgia","Southeast Region","Busan, South Korea","Eastern Asia","South Korea","BUSAN SOUTH KOREA","Maritime","ONE HOUSTON","040E",NA,1,3,"7 PKG","",15366,15.366,"15366 KG",NA,NA,1,"",2,NA,2020-05-18
"457",184103955,"CHKMSLA912010815",2020-01-01,"Johnson And Mickle Llc","14822 RAMBLEBROOK HUMBLE TX 77396 UNITED STATES TX","14822 Ramblebrook","Humble","Texas","77396","United States",46487294,"JOHNSON & MICKLE,LLC 14822 RAMBLEBROOK,HUMBLE,TX 77396 USA","Shantou Chenghai Poptoys","NO3 NORTH LIUDONG BRIDGE HUAFU GUANGYI ST CHENGHAI DISTRICTS SHANTOU","","Shantou","Guangdong","","China",33807044,"SHANTOU CHENGHAI HAODA TOYS CO.,LTD 7 F,NO3 NORTH LIUDONG BRIDGE HUAFU COMMUNITY,GUANGYI STREET,CHENGHAI DISTRICT,SHANTOU CITY CHINA CN","CHKM - Charter Link Logistics Limited","","EGLV - Evergreen Line","House","EGLV010901254751","China","Service Port-Phoenix, Phoenix, Arizona","Southwest Region","Port of Long Beach, Long Beach, California","Pacific Region","Yantian, China","Eastern Asia","China","YAN TIAN GUANGDO","Maritime","OOCL HO CHI MINH CITY","038E",NA,1,0.19,"125 CTN","",819,0.819,"819 K",NA,NA,1,"Immediate Transportation (IT)",1,1,2020-01-02
"458",184103965,"DWCHSSHAS0019141",2020-01-01,"Leman USA Inc.","317 S.ISIS AV STE 207 INGLEWOOD CA 90301","21221 South Western Avenue","Torrance","California","90501","United States",27807870,"","","","","","","","",NA,"","DWCH - Dewell Container Shipping","LEMAN USA,INC. 611 HIGHWAY 74 S STE 100D, PEACHTREE CITY GA30269 US EMJOANNA.BALDWIN@LEMAN.COM  ;  LEMAN USA,INC. 611 HIGHWAY 74 S STE 100D, PEACHTREE CITY GA30269 US","DWCH - Dewell Container Shipping","House","HLCUSHA1909EWMW2","China","Georgia Ports Authority, Savannah, Georgia","Southeast Region","Georgia Ports Authority, Savannah, Georgia","Southeast Region","Shanghai, China","Eastern Asia","China","SHANGHAI","Maritime","NORTHERN JAMBOREE","102E",9450363,1,2,"45 PKG","",15836,15.836,"15836 KG",33400,NA,1,"",1,NA,2020-01-02
"459",184103975,"CHKMGLGB19110337",2020-01-01,"Transline Supply Co.","18202 ENTERPRISE LANE HUNTINGTON BEACH CA 92648 USA","18202 Enterprise Lane","Huntington Beach","California","92648","United States",27893652,"TRANSLINE SUPPLY COMPANY 18202 ENTERPRISE LANE HUNTINGTON BEACH,CA 92648 CA 92648 US","Guangzhou Xingyun Trade Co., Ltd.","NO 106 FENGZE EAST RD NANSHA DISTRICT GUANGZHOU GUANGZHOU CN","No.106 Fengze East Road","Guangzhou Shi","Guangdong Sheng","","China",67317371,"GUANGZHOU XINGYUN TRADE CO.,LTD NO 106 FENGZE EAST ROAD,NANSHA DISTRICT,GUANGZHOU CITY,GUANGDONG CHINA CN","CHKM - Charter Link Logistics Limited","","OOLU - Orient Overseas Container Line Ltd","House","OOLU2630238190","China","El Paso, Texas","Southwest Region","Port of Long Beach, Long Beach, California","Pacific Region","Yantian, China","Eastern Asia","China","YAN TIAN","Maritime","OOCL HO CHI MINH CITY","038E",NA,1,0.17,"70 CTN","",1546,1.546,"1546 K",NA,NA,1,"Immediate Transportation (IT)",1,1,2020-01-02
"460",195126420,"BGPL62001199",2020-09-06,"","","","","","","",NA,"","","","","","","","",NA,"","BGPL - Brilliant Group Logistics Corp","","","House","MEDUFZ987274","China","Houston, Houston, Texas","Southwest Region","Houston, Houston, Texas","Southwest Region","Yantian, China","Eastern Asia","China","YANTIAN","Maritime","ZIM NEW YORK","83E",9231810,1,8,"94 PKG","",79740,79.74,"79740 KG",NA,NA,1,"",4,NA,2020-09-08
"461",195126410,"BGPL62001171",2020-09-07,"","","","","","","",NA,"","","","","","","","",NA,"","BGPL - Brilliant Group Logistics Corp","","","House","MEDUFZ983877","South Korea","Port of Portland, Portland, Oregon","Pacific Region","Port of Portland, Portland, Oregon","Pacific Region","Busan, South Korea","Eastern Asia","South Korea","BUSAN","Maritime","COSCO NAGOYA","2002E",9380271,1,4,"47 PKG","",39900,39.9,"39900 KG",NA,NA,1,"",2,NA,2020-09-08
"462",184104015,"CHKMSLA912010819",2020-01-01,"Linea Pelle Inc.","2222, Barry Avenue, Los Angeles, California, United States, 90064","2222 Barry Avenue","Los Angeles","California","90064","United States",27896081,"LINEA PELLE INC. 7107 VALJEAN AVENUE VAN NUYS, CA 91406","Hing Ngai Leatherware Factory Ltd.","Unit B, E, 8th Floor, Success Industrial Building, 17, Sheung Hei Street, San Po Kong, Kowloon, Hong Kong","17 Sheung Hei Street","","Kowloon","","Hong Kong",28297205,"HING NGAI LEATHER WARE FACTORY LIMITED.UNIT 17-18,27 F,NEW TECH PLAZA, 34 TAI YAU STREET SAN PO KONG, KOWLOON, HONG KONG CN","CHKM - Charter Link Logistics Limited","","","House","EGLV010901295008","Hong Kong","Port of San Diego, San Diego, California","Pacific Region","Port of Long Beach, Long Beach, California","Pacific Region","Yantian, China","Eastern Asia","China","YAN TIAN GUANGDO","Maritime","OOCL HO CHI MINH CITY","038E",NA,1,0.03,"20 CTN","",138,0.138,"138 K",NA,NA,1,"Immediate Transportation (IT)",1,1,2020-01-02
"463",189767350,"FTNVXMS000032337",2020-05-17,"Yardistry Ltd.","4745 LONGLEY LANE SUITEC RENO NV 89502 USA US","4745 Longley Lane","Reno","Nevada","89502","United States",67100359,"YARDISTRY LIMITED C/O SONWIL DISTRI 9085 MOYA BLVD RENO NV 89506 US","Fuzhou Economic & Technical Development","OPMENT ZONE OPMENT ZONEYARDISTRY TRADING CO. L FUZHOU 350001 CN","","Fuzhou","Fujian","","China",61392619,"FUZHOU ECONOMIC AND TECHNICAL DEVEL WEST SIDE,PRODUCTION SHOP.NO.19 CHANGXING ROAD TINGJIANG TOWN MAWEI FUZHOU   CN","FTNV - Fedex Trade Networks Transport & Brokerage Inc","","ONEY - Ocean Network Express Pte Ltd","House","ONEYFOCA03265600","China","Port of Oakland, Oakland, California","Pacific Region","Port of Oakland, Oakland, California","Pacific Region","Kaohsiung, Taiwan","Eastern Asia","Taiwan","CN","Maritime","YM MOBILITY","049E",NA,1,8,"936 CTN","250 X",61152,61.152,"61152 K",NA,NA,1,"",4,NA,2020-05-18
"464",184103275,"COSU6225225520",2020-01-01,"Ups Supply Chain Solutions","7001 CHATHAM CTR DRIVE LIBERTY BLDG. SAVANNAH GA 31405","449 Cooke Street","Honolulu","Hawaii","96813","United States",45973197,"","","","","","","","",NA,"","COSU - Cosco Shipping Lines Co Ltd","UPS SUPPLY CHAIN SOLUTIONS 2031 SOUTH CENTENNIAL AVENUE, AIKEN SC 29803, UNITED STATES, TE5027392","","Simple","","China","Port of Virginia, Norfolk, Virginia","Southeast Region","Port of Virginia, Norfolk, Virginia","Southeast Region","Yang Shan, China","Eastern Asia","China","SHANGHAI","Maritime","COSCO SHIPPING ROSE","012E",9785809,1,2,"621 CTN","55 CM",14455,14.455,"14455 KG",NA,NA,594191,"",1,NA,2020-01-02
"465",195128080,"MEDUZE000639",2020-09-07,"Expeditors International","245 ROGER AV INWOOD NY 11096 USA","245 Roger Avenue","Inwood","New York","11096","United States",89456324,"","","","","","","","",NA,"","MEDU - Msc Meditterranean Shipping Company Sa","SCHNEIDER LOGISTICS ILM DEPT 1555 GLORY ROAD, GREEN BAY WI 54304 UNITED STATES  ;  Expeditors International 2 EAST BRYAN STREET, SUITE 901, SAVANNAH GA 31401 UNITED STATES","","Simple","","China","Georgia Ports Authority, Savannah, Georgia","Southeast Region","Georgia Ports Authority, Savannah, Georgia","Southeast Region","Yantian, China","Eastern Asia","China","YANTIAN","Maritime","MAERSK SIRAC","032E",9725718,1,0.67,"897 CTN","5 X",608,0.61,"608 K",4600,NA,1,"",1,NA,2020-09-08
"466",195127360,"MEDUTL335527",2020-09-07,"","","","","","","",NA,"","","","","","","","",NA,"","MEDU - Msc Meditterranean Shipping Company Sa","","","Simple","","Singapore","Port Of Entry-Miami Seaport, Miami, Florida","Southeast Region","Port Of Entry-Miami Seaport, Miami, Florida","Southeast Region","Singapore, Singapore","South-Eastern Asia","Singapore","LAT KRABANG, THAI","Maritime","MAERSK ANTARES","031W",9342504,1,2,"2146 CTN","59 X",19735,19.74,"19735 K",316000,NA,1,"",1,NA,2020-09-08
"467",184103355,"COSU6226063790",2020-01-01,"Red River Foods Inc.","9020 STONY PKWY.STE, # 380 RICHMOND","9020 Stony Point Parkway","Richmond","Virginia","23235","United States",27820512,"RED RIVER FOODS INCORPORATED SUITE 380 9020 STONY POINT PARKWAY RICHMOND VA 23235 UNITED STATES TE3201896 3201896","Red River Foods Vietnam","LOT 1C9 & LOT 1C10 ST CN8 & CN11 TAN BINH IP TAN BINH WARD BAC TAN UYEN DISTRICT BINH DUONG PROVINCE","","","","","Vietnam",45213119,"RED RIVER FOODS VIETNAM CO., LTD LOT 1C9 & LOT 1C10, STREET CN8 & CN BINH DUONG BINH DUONG VIETNAM TE985274734","COSU - Cosco Shipping Lines Co Ltd","W.M. STONE LOGISTICS, LLC SUITE C 215 BROOKE AVENUE, NORFOLK VA 23513, UNITED STATES, TE9955166","","Simple","","Vietnam","Port of Virginia, Norfolk, Virginia","Southeast Region","Port of Virginia, Norfolk, Virginia","Southeast Region","Yang Shan, China","Eastern Asia","China","HO CHI MINH","Maritime","COSCO SHIPPING ROSE","012E",9785809,1,1,"700 CTN","25 CM",16366,16.366,"16366 KG",120000,NA,594191,"",1,NA,2020-01-02
"468",184103365,"MCLMSHORF1911022",2020-01-01,"Design Within Reach","SAN FRANCISCO, CA","225 Bush Street","San Francisco","California","94104","United States",27853612,"DESIGN WITHIN REACH AVAILABLE 186 3001 AFTON DRIVE BATA BATAVIA, OH 45103 UNITED STATES US","Trayton Furniture (Jiaxing) Co.","CHINA 314000 JIASHAN INDUSTRIAL ZONE WEITANG TOWN.","","","","","China",27760092,"TRAYTON FURNITURE (JIAXING) CO., LT 199 NANXING ROAD, JIASHAN ZHEJIANG 314100, CHINA CHINA CN","MCLM - Mcl Multi Container Line Inc","","","House","COSU6225261980","China","Port of Greater Cincinnati Development Authority, Cincinnati, Ohio","North Central Region","Port of Virginia, Norfolk, Virginia","Southeast Region","Shanghai, China","Eastern Asia","China","SHANGHAI CHINA","Maritime","COSCO SHIPPING ROSE","012E",9785809,1,2,"110 CTN","",2924,2.924,"2924 K",NA,NA,1,"Immediate Transportation (IT)",1,NA,2020-01-02
"469",184103385,"YASVHAM0046181",2020-01-01,"Airbus America","320 AIRBUS WAY 320 AIRBUS WAY 36615 MOBILE US","1801 South Broad Street","Mobile","Alabama","36615","United States",36314249,"AIRBUS AMERICAS, INC. LOGISTICS CENTER 320 AIRBUS WAY MOBILE AL36615 US TE+12514394100","Airbus Operations GmbH","HAMBURG HA 21129","10 Kreetslag","Hamburg","Hamburg","21129","Germany",33757741,"AIRBUS OPERATION GMBH KREETSLAG 10 HAMBURG DE","YASV - Yusen Logistics (Americas) Inc","AIRBUS AMERICAS, INC. LOGISTICS CENTER, 320 AIRBUS WAY, MOBILE AL36615 US TE+12514394100","YMLU - Yang Ming Marine Transport Corp","House","YMLUT670061553","Germany","Alabama State Port Authority, Mobile, Alabama","South Central Region","Port of New Orleans, New Orleans, Louisiana","South Central Region","Hamburg, Germany","Western Europe","Germany","HAMBURG","Maritime","MOL EMISSARY","030W",9407158,1,2,"10 PKG","",2686,2.686,"2686 KG",1005000,NA,1,"Immediate Transportation (IT)",1,NA,2020-01-02
"470",196393892,"MFGTBKXFR3609401",2020-09-30,"Dorel Juvenile Group Inc. Lcl Acco","2525 STATE ST COLUMBUS IN 47201 US TE","2525 State Street","Columbus","Indiana","47201","United States",67025141,"DOREL JUVENILE GROUP, INC  LCL ACCO 2525 STATE ST COLUMBUS IN47201 US TE+18123146671","Dasko Co., Ltd.","352, Ladkrabang Industrial Estate, Chalongkrung Road, Ladkrabang, Bangkok, Thailand, 10250","352 Chalong Krung Road","Bangkok","Bangkok","10520","Thailand",1064549,"DASKO CO.,LTD. 352, Ladkrabang Industrial Estate Chalongkrung Road Ladkrabang Bangkok 10250 Thailand","MFGT - Mainfreight Inc","UNIQUE LOGISTICS INTERNATIONAL (NYC 1 PIERCE PLACE, SUITE 280C, ITASCA IL60143 US FX+17189782166  ;  UNIQUE LOGISTICS INTERNATIONAL (NYC 1 PIERCE PLACE, SUITE 280C, ITASCA IL60143 US TE+18772588569","MFGT - Mainfreight Inc","House","ONEYBKKAF2905600","Thailand","Port Of Entry-Louisville, Louisville, Kentucky","North Central Region","Port of Long Beach, Long Beach, California","Pacific Region","Laem Chabang, Thailand","South-Eastern Asia","Thailand","LAEM CHABANG","Maritime","ONE GRUS","008E",9806067,1,0.05,"34 CTN","",269,0.269,"269 KG",NA,NA,1,"Immediate Transportation (IT)",1,1,2020-10-01
"471",195129380,"CMDUGEN1160563",2020-09-07,"Esm Fuel Solutions SA De Cv","BLVD. LAS PILAS 80 CARR. FEDERAL 45 KM 8 PARQUE INDUSTRIAL PYME 100 MORELOS ZA 98100 MX","","Morelos","Zacatecas","98100","Mexico",61249067,"ESM FUEL SOLUTIONS SA DE CV BLVD. LAS PILAS NO. 80 CARR. FEDERAL 45 KM.8 PARQUE INDUSTRIAL PYME 100 TEMORELOS, ZAC. C.P. 98100","Emiliana Serbatoi Srl","LARGO MAESTRI DEL LAVORO ,4041011CAMPOGALLIANO (MODENA)ITALYIT","Largo Maestri del Lavoro","Campogalliano","Emilia-Romagna","41011","Italy",88569216,"EMILIANA SERBATOI SRL LARGO MAESTRI DEL LAVORO 40 CAMPOGALLIANO (MO ITALY","CMDU - Cma Cgm","ESM FUEL SOLUTIONS SA DE CV BLVD. LAS PILAS NO. 80, CARR. FEDERAL 45 KM.8, PARQUE INDUSTRIAL PYME 100, TEMORELOS, ZAC. C.P. 98100","","Simple","","Italy","Houston, Houston, Texas","Southwest Region","Houston, Houston, Texas","Southwest Region","Livorno, Italy","Southern Europe","Italy","LIVORNO","Maritime","ALEXIS","0DV6S",9686900,1,2,"17 PCS","",7445,7.45,"7445 KG",56100,1,1,"",1,NA,2020-09-08
"472",184103435,"MEDUBC622538",2020-01-01,"Kate Spade Hudson Yards","500 W 33RD ST 110C NEW YORK NY 10001 US","500 West 33rd Street","New York","New York","10001","United States",68825358,"KATE SPADE HUDSON YARDS 500 W 33RD STREET 110C NEW YORK NY 10011 UNITED STATES","Yudigar Sl","CARINENA ZARAGOZA SPAIN CARINENA ZARAGOZA SPAIN 50400 ES","","Zaragoza","Aragon","","Spain",63409571,"YUDIGAR SL POLIGONO VEGUILLA S/N CARINENA AR 50400 SPAIN","MEDU - Msc Meditterranean Shipping Company Sa","UNIGROUP WORLDWIDE, INC. ONE PREMIER DR, FMC LIC. NO. 014669, ST LOUIS MO 63026-1320 UNITED STATE","","Simple","","Spain","Port of New Orleans, New Orleans, Louisiana","South Central Region","Port of New Orleans, New Orleans, Louisiana","South Central Region","Barcelona, Spain","Western Europe","Spain","BARCELONA","Maritime","SEALAND WASHINGTON","947W",9196852,1,2,"12 PKG","",2060,2.06,"2060 K",NA,NA,1,"",1,NA,2020-01-02
"473",189766140,"ONEYSRGA08196800",2020-05-15,"Pvh Corp.","1001 FRONTIER RD BRIDGEWATER NJ 08807","1001 Frontier Road","Bridgewater","New Jersey","08807","United States",27886053,"PVH CORP  1001 FRONTIER ROAD BRIDGEWATER BRID GEWATER NJ 08807 US","Ungaran Sari Garment","DIPONEGORO UNGARAN SEMARANG ID","1 Jalan Srigadis","Bandung","West Java","40253","Indonesia",5188555,"PT UNGARAN SARI GARMENTS  JL. PANGERAN DIPONEGORO NO. 235 UNG ARAN  50512 ID","ONEY - Ocean Network Express Pte Ltd","GEODIS USA INC. 390 FRANKLIN AVENUE FRANKLIN SQUARE, NY 11010 US","","Simple","","Indonesia","Georgia Ports Authority, Savannah, Georgia","Southeast Region","Georgia Ports Authority, Savannah, Georgia","Southeast Region","Singapore, Singapore","South-Eastern Asia","Singapore","SEMARANG","Maritime","MOL MOTIVATOR","051E",9475624,1,12,"6609 CTN","353 CM",25852,25.852,"25852 KG",615000,NA,1,"",6,NA,2020-05-16
"474",184103485,"CMDUCNSE943237",2020-01-01,"Wal Mart Stores, Inc.","601, N Walton Boulevard, Bentonville, Arkansas, United States, 72712","601 North Walton Boulevard","Bentonville","Arkansas","72712","United States",27887231,"WALMART, INC.  601 N.WALTON BLVD. BENTONVILLE  AR  72716-0410 UNITED STATES","Nanshing Corp. 999 Jianghai","A VENUE HIGH-TECH INDUSTRIAL DEVELOP MENT ZONE NANTONG JIANGSU 226300 CH INA","","Nantong","Jiangsu","226300","China",61644626,"NANSHING CORPORATION  999 JIANGHAI AVENUE HIGH-TECH  INDUSTRIAL DEVELOPMENT ZONE  NANTONG JIANGSU 226300 CHINA","CMDU - Cma Cgm","UPS SUPPLY CHAIN SOLUTION  200 GOLDEN OAK COURT  SUITE 490, VIRGINIA BEACH, VA  23452  ATTN:, JODI HOWELL  UNITED STATES  ;  SCHNEIDER LOGISTICS WALMART 1555 GLORY ROAD, GREEN BAY, UNITED STATES","UPOF - Ups Ocean Freight Services Inc","Simple","","China","Port of Virginia, Norfolk, Virginia","Southeast Region","Port of Virginia, Norfolk, Virginia","Southeast Region","Shanghai, China","Eastern Asia","China","SHANGHAI","Maritime","COSCO SHIPPING ROSE","0MB4K",9785809,1,2,"1740 PCS","",8348,8.348,"8348 KG",NA,NA,1,"",1,NA,2020-01-02
"475",184103505,"CMDUCNSE943243B",2020-01-01,"Wal Mart Stores, Inc.","601, N Walton Boulevard, Bentonville, Arkansas, United States, 72712","601 North Walton Boulevard","Bentonville","Arkansas","72712","United States",27887231,"WALMART, INC.  601 N.WALTON BLVD. BENTONVILLE  AR  72716-0410 UNITED STATES","Ching Feng Home Fashions Co., Ltd.","No. 373 Section 4 Yen Hai Road, Funan Village, Fusing Town, Changhua, Taiwan","","","","","Taiwan",59928026,"CHING FENG HOME FASHIONS CO LTD 373 SECTION 4 YEN HAI RD  FU NAN VILLAGE FU HSING,  CHANG HWA 506 TAIWAN","CMDU - Cma Cgm","SCHNEIDER LOGISTICS WALMART 3101 S PACKERLAND DR, GREEN BAY, UNITED STATES  ;  UPS SUPPLY CHAIN SOLUTION  200 GOLDEN OAK COURT  SUITE 490, VIRGINIA BEACH, VA  23452  ATTN:, JODI HOWELL  UNITED STATES","","Simple","","Taiwan","Port of Virginia, Norfolk, Virginia","Southeast Region","Port of Virginia, Norfolk, Virginia","Southeast Region","Shanghai, China","Eastern Asia","China","SHANGHAI","Maritime","COSCO SHIPPING ROSE","0MB4K",9785809,1,1,"1215 PCS","",6636,6.636,"6636 KG",NA,NA,1,"",1,NA,2020-01-02
"476",189766150,"HLCUGDYKD16503AA",2020-05-15,"Incom Polska Sp. Z O.O.","2000 HOWARD SMITH AV. WEST COLORADO 80550 - WINDSOR - UNITED STATES OF","2000 Howard Smith Avenue West","Windsor","Colorado","80550","United States",42258216,"INCOM POLSKA SP. Z O.O . C/O CARESTREAM HEALTH INC 2000 HOWARD SMITH AVE. WEST COLORADO 80550 - WINDSOR - UNITED STATES OF AMERICA","Incom Polska Sp Zoo","KNIEWSKA 3 SZCZECIN 70-846 PL","","","","","Poland",28816929,"INCOM POLSKA SP. Z O.O UL. KNIEWSKA 3 70-846 SZCECIN","HLCU - Hapag Lloyd A G","M.A.C. SHIPPING CORPORATIOIN 184-45 147TH AVENUE 11430-030, JAMAICA (NEW YORK) U.S.A., ATT. DONALD CONDIGNOTTO TEL., 7185250003","HLCU - Hapag Lloyd A G","House","HLCUGDY200416503","Poland","Service Port-Denver, Denver, Colorado","North Central Region","Houston, Houston, Texas","Southwest Region","Hamburg, Germany","Western Europe","Germany","HAMBURG, DE","Maritime","YORKTOWN EXPRESS","075W",9243174,1,6,"24 PCS","",11844,11.844,"11844 K",NA,NA,1,"Immediate Transportation (IT)",3,NA,2020-05-16
"477",195136200,"MAEI204720444",2020-09-06,"","","","","","","",85607230,"","","","","","","","",85606782,"","MAEI - Maersk Line Limited","","MAEI - Maersk Line Limited","House","MAEI911095627","Japan","The Port of Los Angeles, Los Angeles, California","Pacific Region","The Port of Los Angeles, Los Angeles, California","Pacific Region","Busan, South Korea","Eastern Asia","South Korea","YOKOHAMA","Maritime","PRESIDENT KENNEDY","07VE",9295218,1,0.07,"1 CTN","1 CM",179.623,0.18,"396 LB",300,NA,1,"",1,1,2020-09-08
"478",184103565,"HYSLXSHA19120027",2020-01-01,"Cq Sourcing Inc.","4721 HARGROVE RD RALEIGH NC 27616 USA","4721 Hargrove Road","Raleigh","North Carolina","27616","United States",27926168,"CQ SOURCING,INC. 4721 HARGROVE RD RALEIGH,NC 27616 USA","Crossroads Global Trading Co., Ltd.","BLDG 1 NO 218 YESHENG RD PILOT FREE TRADE ZONE YANGSHAN PUDONG DISTRICT SHANGHAI CHINA","","Shanghai","Shanghai","","China",36567836,"CROSSROADS GLOBAL TRADING CO. LTD. BUILDING 1,NO 218 YESHENG RD PILOT FREE TRADE ZONE YANGSHAN PUDONG DISTRICT SHANGHAI, 201308 CHINA","HYSL - Hecny Shipping Limited","VANDEGRIFT, BALTIMORE,MD 20 SOUTH CHARLES STREET,SUITE 501, BALTIMORE, MARYLAND 21201 USA","","House","ONEYSH9EP7670900","China","Georgia Ports Authority, Savannah, Georgia","Southeast Region","Georgia Ports Authority, Savannah, Georgia","Southeast Region","Shanghai, China","Eastern Asia","China","SHANGHAI","Maritime","NORTHERN JAMBOREE","102E",NA,1,2,"1763 CTN","",19166,19.166,"19166 K",NA,NA,1,"",1,NA,2020-01-02
"479",189766200,"EXDO61N0631951",2020-05-16,"Dansons USA","3411 N 5TH AV. STE 500 PHOENIX AZ 85013-3897 US","3411 North 5th Avenue","Phoenix","Arizona","85013","United States",67061134,"DANSONS US LLC 3411 N 5TH AVE., STE 500 PHOENIX AZ 85013-3897            US","Jieyang Coopway Industries Co., Ltd.","SOUTH SIDE OF NO.2 ST HIGH&NEW TECHNOLOGY INDUSTRIAL DEVELOPMENT ZONE JIEYANG CITY 86","","Jieyang","Guangdong","","China",34001472,"JIEYANG COOPWAY INDUSTRIES CO., LTD HIGH & NEW TECHNOLOGY INDUSTRIAL DEVELOPMENT ZONE JIEYANG CITY, GUANGDONG          CN","EXDO - Expeditors International Of Washington Inc","","COSU - Cosco Shipping Lines Co Ltd","House","COSU6261518223","China","EPPLEY AIRFIELD, Omaha, Nebraska","North Central Region","Port of Seattle, Seattle, Washington","Pacific Region","Yantian, China","Eastern Asia","China","YANTIAN","Maritime","OOCL KAOHSIUNG","108E",9307009,1,4,"316 CTN","134 CM",26692,26.692,"26692 KG",NA,NA,1,"Immediate Transportation (IT)",2,NA,2020-05-18
"480",195123280,"CMDUHKA1889408",2020-09-06,"Intl Promotions Leadership Ipl","3075 HIGHLAND PARKWAY DOWNERS GROVE IL 60515","3075 Highland Parkway","Downers Grove","Illinois","60515","United States",44232262,"INTERNATIONAL PROMOTIONS LEADERSHIP LP 3500 LACEY ROAD DOWNERS GROVE, IL 60515 TECTC: ANDRE FLOURET","Sin Nung Toys Ltd.","Rua 4, Bairro Iao Hon, Edf. Industrial Iao Seng, 2a Fase, 3¢Xandar C3, D3, Macau","","Macau","","","Macau",1688899,"SIN NUNG TOYS LTD Rua 4, Bairro Iao Hon Edf. Industrial Iao Seng 2a Fase, 3¢Xandar C3, D3 Macau","CMDU - Cma Cgm","BDP INTERNATIONAL 855 BUSSE HIGHWAY, BENSENVILLE, IL 60106, PHONE: 847-350-2175, TEFAX: 847-350-9768","","Simple","","Macau","Georgia Ports Authority, Savannah, Georgia","Southeast Region","Georgia Ports Authority, Savannah, Georgia","Southeast Region","Yantian, China","Eastern Asia","China","YANTIAN","Maritime","COSCO HOPE","0UP78",9472165,1,2,"960 PCS","",16284,16.28,"16284 KG",NA,NA,1,"",1,NA,2020-09-08
